State_FIPS_code,State,Compound,Year,Units,Corn,Soybeans,Wheat,Cotton,Vegetables_and_fruit,Rice,Orchards_and_grapes,Alfalfa,Pasture_and_hay,Other_crops,Unnamed: 15
18,Indiana,CYHALOTHRIN-LAMBDA,2016,kg,1834.5,2567.8,439.0,,205.5,,0.0,145.0,,1.9,
18,Indiana,CYMOXANIL,2016,kg,,,,,216.3,,,,,,
18,Indiana,CYPROCONAZOLE,2016,kg,1097.8,1955.0,,,,,,,,,
18,Indiana,CYPRODINIL,2016,kg,,,,,365.6,,7.8,,,,
18,Indiana,CYTOKININ,2016,kg,,,,,,,0.0,,,,
18,Indiana,DECAN-1-OL,2016,kg,,,,,,,,,,723.1,
18,Indiana,DELTAMETHRIN,2016,kg,,585.9,15.0,,66.6,,,,,,
18,Indiana,DIAZINON,2016,kg,,,,,,,1.1,,,,
18,Indiana,DICAMBA,2016,kg,55588.9,29614.3,,,0.7,,,,556.1,,
18,Indiana,DIFENOCONAZOLE,2016,kg,,1244.1,,,653.7,,2.6,,,,
18,Indiana,DIFLUFENZOPYR,2016,kg,3194.5,179.2,,,,,,,,,
18,Indiana,DIMETHENAMID,2016,kg,,,,,,,,,,222.7,
18,Indiana,DIMETHENAMID-P,2016,kg,64687.0,42711.5,,,82.0,,,,,,
18,Indiana,DIMETHENAMID & DIMETHENAMID-P,2016,kg,64687.0,42711.5,,,82.0,,,,,222.7,
18,Indiana,DIMETHOMORPH,2016,kg,,,,,183.3,,,,,,
18,Indiana,DIQUAT,2016,kg,,,,,372.1,,,,,,
18,Indiana,DIURON,2016,kg,,,,,32.0,,3.6,,,,
18,Indiana,DODINE,2016,kg,,,,,,,8.9,,,,
18,Indiana,EMAMECTIN,2016,kg,,,,,,,,,,0.0,
18,Indiana,EPTC,2016,kg,,,,,1748.6,,,,,,
18,Indiana,ESFENVALERATE,2016,kg,,196.7,,,29.4,,4.8,,,,
18,Indiana,ETHALFLURALIN,2016,kg,,,,,2098.8,,,,,,
18,Indiana,ETHEPHON,2016,kg,,,,,,,1.0,,,,
18,Indiana,FAMOXADONE,2016,kg,,,,,150.9,,,,,,
18,Indiana,FATTY ALCOHOLS,2016,kg,,,,,,,,,,455.6,
18,Indiana,FENBUCONAZOLE,2016,kg,,,,,,,11.1,,,,
18,Indiana,FENPROPATHRIN,2016,kg,,,,,,,13.7,,,,
18,Indiana,FENTIN,2016,kg,,,,,99.7,,,,,,
18,Indiana,FLONICAMID,2016,kg,,,,,0.5,,,,,,
18,Indiana,FLUAZIFOP,2016,kg,,8952.3,,,,,,,,,
18,Indiana,FLUAZINAM,2016,kg,,,,,280.7,,,,,,
18,Indiana,FLUBENDIAMIDE,2016,kg,,,,,,,17.1,,,,
18,Indiana,FLUMETRALIN,2016,kg,,,,,,,,,,15.0,
18,Indiana,FLUMETSULAM,2016,kg,8497.3,,,,,,,,,,
18,Indiana,FLUMICLORAC,2016,kg,,349.4,,,,,,,,,
18,Indiana,FLUMIOXAZIN,2016,kg,1866.9,10328.1,,,,,,,,,
18,Indiana,FLUOPICOLIDE,2016,kg,,,,,33.6,,,,,,
18,Indiana,FLUOPYRAM,2016,kg,,,,,180.9,,7.1,,,,
18,Indiana,FLUPYRADIFURONE,2016,kg,,,,,,,14.8,,,,
18,Indiana,FLUTHIACET-METHYL,2016,kg,51.3,101.6,,,0.4,,,,,,
18,Indiana,FLUXAPYROXAD,2016,kg,777.9,7320.1,28.3,,,,0.0,,,,
18,Indiana,FOMESAFEN,2016,kg,,71725.0,,,56.3,,,,,,
18,Indiana,GIBBERELLIC ACID,2016,kg,,,,,,,0.0,,,,
18,Indiana,GLUFOSINATE,2016,kg,7286.1,157281.8,,,150.8,,1.1,,,,
18,Indiana,GLYPHOSATE,2016,kg,2443683.1,3490932.6,21617.1,,1581.5,,12.1,10880.5,2702.4,291.8,
18,Indiana,HALOSULFURON,2016,kg,183.3,,,,61.7,,,,,,
18,Indiana,IMAZAMOX,2016,kg,,35.4,,,24.3,,,,,,
18,Indiana,IMAZAQUIN,2016,kg,,222.2,,,,,,,,,
18,Indiana,IMAZETHAPYR,2016,kg,338.4,22080.4,,,,,,101.7,,,
18,Indiana,IMIDACLOPRID,2016,kg,,,,,503.6,,9.5,,,48.1,
18,Indiana,INDAZIFLAM,2016,kg,,,,,,,1.4,,,,
18,Indiana,IODOSULFURON,2016,kg,15.1,,,,,,,,,,
18,Indiana,IPRODIONE,2016,kg,,,,,,,25.3,,,,
18,Indiana,ISOXAFLUTOLE,2016,kg,30063.5,,,,,,,,,,
18,Indiana,KASUGAMYCIN,2016,kg,,,,,,,2.7,,,,
18,Indiana,LACTOFEN,2016,kg,,11446.5,,,,,,,,,
18,Indiana,LINURON,2016,kg,,,,,290.1,,,,,,
18,Indiana,MALATHION,2016,kg,,,,,37.5,,,,,,
18,Indiana,MALEIC HYDRAZIDE,2016,kg,,,,,,,,,,1138.7,
18,Indiana,MANCOZEB,2016,kg,,,,,8509.4,,1003.3,,,40.2,
18,Indiana,MANDIPROPAMID,2016,kg,,,,,122.2,,,,,,
18,Indiana,MEFENOXAM,2016,kg,,,,,110.1,,,,,20.8,
18,Indiana,MESOTRIONE,2016,kg,84034.6,,,,23.3,,,,,14.4,
18,Indiana,METCONAZOLE,2016,kg,5469.6,,270.0,,2.3,,,,,,
18,Indiana,METHOMYL,2016,kg,,,,,3.6,,,,,,
18,Indiana,METHOXYFENOZIDE,2016,kg,,,,,,,0.0,,,,
18,Indiana,METOLACHLOR,2016,kg,80361.4,87637.9,,,283.5,,,,,142.3,
18,Indiana,METOLACHLOR-S,2016,kg,895758.0,241739.8,,,8057.4,,,,,643.8,
18,Indiana,METOLACHLOR & METOLACHLOR-S,2016,kg,976119.4,329377.7,,,8340.9,,,,,786.1,
18,Indiana,METRIBUZIN,2016,kg,1798.6,121169.0,,,236.0,,,817.1,,,
18,Indiana,MYCLOBUTANIL,2016,kg,,,,,99.1,,24.9,,,,
18,Indiana,NAPHTHYLACETIC ACID,2016,kg,,,,,,,0.0,,,,
18,Indiana,NAPROPAMIDE,2016,kg,,,,,,,,,,151.2,
18,Indiana,NICOSULFURON,2016,kg,395.1,,,,3.2,,,,,,
18,Indiana,NORFLURAZON,2016,kg,,,,,12.3,,,,,,
18,Indiana,NOVALURON,2016,kg,,,,,61.2,,,,,,
18,Indiana,ORYZALIN,2016,kg,,,,,,,2.3,,,,
18,Indiana,OXAMYL,2016,kg,,,,,79.5,,,,,,
18,Indiana,OXATHIAPIPROLIN,2016,kg,,,,,1.9,,,,,,
18,Indiana,OXYFLUORFEN,2016,kg,,,,,1.3,,,,,,
18,Indiana,OXYTETRACYCLINE,2016,kg,,,,,,,23.0,,,,
18,Indiana,PARAQUAT,2016,kg,36435.8,15708.3,,,2134.2,,59.6,,,6.7,
18,Indiana,PENDIMETHALIN,2016,kg,,37423.2,,,3522.8,,63.3,,,250.2,
18,Indiana,PERMETHRIN,2016,kg,2451.9,,,,803.1,,16.0,,,,
18,Indiana,PETROLEUM OIL,2016,kg,,,,,,,227.7,,,,
18,Indiana,PHOSMET,2016,kg,,,,,,,343.0,,,,
18,Indiana,PHOSPHORIC ACID,2016,kg,,10128.9,,,3266.9,,,,,,
18,Indiana,PICOXYSTROBIN,2016,kg,3064.1,3813.0,,,,,,,,,
18,Indiana,PROPAMOCARB HCL,2016,kg,,,,,413.7,,,,,,
18,Indiana,PROPICONAZOLE,2016,kg,6999.1,3821.1,1146.5,,68.7,,0.2,,,,
18,Indiana,PROTHIOCONAZOLE,2016,kg,2269.2,1379.4,7472.8,,,,,,,,
18,Indiana,PYRACLOSTROBIN,2016,kg,16202.5,15947.1,170.9,,49.1,,0.3,,,,
18,Indiana,PYRASULFOTOLE,2016,kg,,,53.1,,,,,,,40.1,
18,Indiana,PYRIMETHANIL,2016,kg,,,,,376.6,,20.7,,,,
18,Indiana,PYROXASULFONE,2016,kg,1957.2,8083.6,,,39.1,,,,,,
18,Indiana,QUINOXYFEN,2016,kg,,,,,45.3,,0.0,,,,
18,Indiana,QUIZALOFOP,2016,kg,,2134.7,,,,,,,,,
18,Indiana,RIMSULFURON,2016,kg,2881.5,,,,9.6,,3.9,,,0.0,
18,Indiana,SAFLUFENACIL,2016,kg,3283.1,10863.2,300.8,,1.5,,,,,15.0,
18,Indiana,SETHOXYDIM,2016,kg,406.3,,,,203.4,,0.3,,,1.8,
18,Indiana,SIMAZINE,2016,kg,259182.4,,,,,,,,,,
18,Indiana,SPINETORAM,2016,kg,,,,,14.1,,34.3,,,,
18,Indiana,SPINOSYN,2016,kg,,,,,5.2,,,,,,
18,Indiana,SPIROTETRAMAT,2016,kg,,,,,,,0.0,,,,
18,Indiana,STREPTOMYCIN,2016,kg,,,,,,,20.1,,,1.2,
18,Indiana,SULFENTRAZONE,2016,kg,959.5,64162.4,,,,,,,,44.6,
18,Indiana,SULFUR,2016,kg,,,,,,,832.5,,,,
18,Indiana,TEBUCONAZOLE,2016,kg,67.1,1496.8,8063.7,,134.4,,0.2,,,,
18,Indiana,TEBUPIRIMPHOS,2016,kg,1812.8,,,,14.1,,,,,,
18,Indiana,TEFLUTHRIN,2016,kg,5173.2,,,,31.5,,,,,,
18,Indiana,TEMBOTRIONE,2016,kg,9908.6,,,,38.9,,,,,,
18,Indiana,TERBACIL,2016,kg,,,,,,,0.8,514.7,,,
18,Indiana,THIAMETHOXAM,2016,kg,,,,,23.5,,15.5,,,0.8,
18,Indiana,THIENCARBAZONE-METHYL,2016,kg,10485.8,,,,,,,,,,
18,Indiana,THIFENSULFURON,2016,kg,37.6,824.0,1042.1,,,,,,,0.0,
18,Indiana,THIOPHANATE-METHYL,2016,kg,,,,,609.8,,103.4,,,,
18,Indiana,TOPRAMEZONE,2016,kg,3105.2,,,,12.9,,,,,,
18,Indiana,TRIBENURON METHYL,2016,kg,131.5,109.7,442.1,,,,,,,,
18,Indiana,TRICLOPYR,2016,kg,,,,,,,,,121.9,,
18,Indiana,TRIFLOXYSTROBIN,2016,kg,8214.3,6265.9,,,,,11.2,,,,
18,Indiana,TRIFLURALIN,2016,kg,,,,,284.5,,,,,,
18,Indiana,ZETA-CYPERMETHRIN,2016,kg,373.2,509.8,269.4,,56.5,,0.0,81.4,,5.2,
18,Indiana,ZIRAM,2016,kg,,,,,,,924.0,,,,
18,Indiana,ZOXAMIDE,2016,kg,,,,,239.1,,,,,,
19,Iowa,"2,4-D",2016,kg,250672.0,368462.8,404.1,,46.4,,,,127532.5,56.2,
19,Iowa,"2,4-DB",2016,kg,,37.7,,,,,,14143.0,,,
19,Iowa,ACETAMIPRID,2016,kg,,,,,7.3,,,,,,
19,Iowa,ACETOCHLOR,2016,kg,4431056.1,415901.3,,,382.8,,,,,72.8,
19,Iowa,ACIFLUORFEN,2016,kg,,20042.8,,,,,,,,,
19,Iowa,ALACHLOR,2016,kg,20139.2,3056.7,,,0.5,,,,,,
19,Iowa,ALPHA CYPERMETHRIN,2016,kg,,567.9,14.6,,,,,,,,
19,Iowa,AMINOPYRALID,2016,kg,,,,,,,,,6789.0,,
19,Iowa,ATRAZINE,2016,kg,4088011.1,,,,371.9,,,,,135.7,
19,Iowa,AZOXYSTROBIN,2016,kg,33735.0,13920.2,147.9,,143.0,,,,,,
19,Iowa,BENTAZONE,2016,kg,,25926.3,,,164.3,,,,,,
19,Iowa,BENZOVINDIFLUPYR,2016,kg,576.3,,5.1,,6.6,,,,,,
19,Iowa,BICYCLOPYRONE,2016,kg,11169.6,,,,0.1,,,,,,
19,Iowa,BIFENTHRIN,2016,kg,14364.1,16368.5,8.5,,55.9,,,27.1,,,
19,Iowa,BOSCALID,2016,kg,,,,,5.4,,,,,,
19,Iowa,BROMOXYNIL,2016,kg,3087.0,,313.0,,,,,,,33.1,
19,Iowa,BUPROFEZIN,2016,kg,,,,,17.1,,,,,,
19,Iowa,CARBARYL,2016,kg,18781.2,,,,1675.4,,,,,,
19,Iowa,CARFENTRAZONE-ETHYL,2016,kg,,117.8,,,0.0,,,,0.1,,
19,Iowa,CHLORANTRANILIPROLE,2016,kg,,,40.6,,8.1,,,,,,
19,Iowa,CHLORIMURON,2016,kg,,8729.5,,,,,,,,,
19,Iowa,CHLOROTHALONIL,2016,kg,,,,,2047.7,,,,,,
19,Iowa,CHLORPYRIFOS,2016,kg,16941.4,89772.8,0.6,,3.9,,,6839.9,,25.2,
19,Iowa,CHLORSULFURON,2016,kg,,,4.0,,,,,,,,
19,Iowa,CLETHODIM,2016,kg,1228.8,54860.0,,,18.7,,,118.8,,,
19,Iowa,CLOMAZONE,2016,kg,,,,,77.8,,,,,,
19,Iowa,CLOPYRALID,2016,kg,101162.8,,25.4,,0.4,,,,1934.5,,
19,Iowa,CLORANSULAM-METHYL,2016,kg,,23015.6,,,,,,,,,
19,Iowa,COPPER HYDROXIDE,2016,kg,,,,,158.1,,,,,,
19,Iowa,COPPER OXYCHLORIDE,2016,kg,,,,,9.3,,,,,,
19,Iowa,CYFLUFENAMID,2016,kg,,,,,0.3,,,,,,
19,Iowa,CYFLUTHRIN,2016,kg,3552.9,1142.6,5.8,,18.2,,,355.4,,,
19,Iowa,CYHALOTHRIN-GAMMA,2016,kg,193.2,353.6,1.0,,2.6,,,2.6,,1.3,
19,Iowa,CYHALOTHRIN-LAMBDA,2016,kg,2491.4,8285.7,37.2,,19.0,,,553.0,,0.0,
19,Iowa,CYMOXANIL,2016,kg,,,,,11.2,,,,,,
19,Iowa,CYPROCONAZOLE,2016,kg,1974.6,825.8,,,,,,,,,
19,Iowa,DELTAMETHRIN,2016,kg,,,,,5.4,,,,,,
19,Iowa,DICAMBA,2016,kg,48170.0,,72.3,,,,,,1481.0,27.1,
19,Iowa,DICHLORPROP,2016,kg,,,,,,,,,496.0,,
19,Iowa,DIFENOCONAZOLE,2016,kg,,,,,10.0,,,,,,
19,Iowa,DIFLUFENZOPYR,2016,kg,9679.2,,,,,,,,,,
19,Iowa,DIMETHENAMID,2016,kg,13089.6,,,,,,,,,,
19,Iowa,DIMETHENAMID-P,2016,kg,178708.4,140449.0,,,206.6,,,,,105.1,
19,Iowa,DIMETHENAMID & DIMETHENAMID-P,2016,kg,191798.0,140449.0,,,206.6,,,,,105.1,
19,Iowa,DIQUAT,2016,kg,,,,,207.3,,,,,,
19,Iowa,EPTC,2016,kg,,,,,16.8,,,,,,
19,Iowa,ESFENVALERATE,2016,kg,734.3,3560.3,,,13.3,,,,,0.0,
19,Iowa,ETHALFLURALIN,2016,kg,,,,,342.1,,,,,,
19,Iowa,FAMOXADONE,2016,kg,,,,,19.0,,,,,,
19,Iowa,FENOXAPROP,2016,kg,,240.8,,,,,,,,,
19,Iowa,FENTIN,2016,kg,,,,,1.4,,,,,,
19,Iowa,FLONICAMID,2016,kg,,,,,1.1,,,,,,
19,Iowa,FLORASULAM,2016,kg,,,0.0,,,,,,,,
19,Iowa,FLUAZIFOP,2016,kg,,18487.0,,,0.0,,,,14.2,,
19,Iowa,FLUAZINAM,2016,kg,,,,,0.8,,,,,,
19,Iowa,FLUBENDIAMIDE,2016,kg,,,,,2.1,,,,,,
19,Iowa,FLUCARBAZONE,2016,kg,,,0.0,,,,,,,,
19,Iowa,FLUMETSULAM,2016,kg,39212.9,,,,,,,,,,
19,Iowa,FLUMICLORAC,2016,kg,,1249.8,,,,,,,,,
19,Iowa,FLUMIOXAZIN,2016,kg,1573.9,46155.3,,,,,,,0.7,,
19,Iowa,FLUOPYRAM,2016,kg,,,,,3.3,,,,,,
19,Iowa,FLUOXASTROBIN,2016,kg,3272.8,3237.9,0.4,,,,,,,,
19,Iowa,FLUROXYPYR,2016,kg,,,15.5,,,,,,117.3,,
19,Iowa,FLUTHIACET-METHYL,2016,kg,127.6,822.2,,,0.4,,,,0.0,,
19,Iowa,FLUTRIAFOL,2016,kg,3879.5,2877.9,,,,,,,,,
19,Iowa,FLUXAPYROXAD,2016,kg,3802.7,13963.6,14.6,,3.4,,,,,,
19,Iowa,FOMESAFEN,2016,kg,,457336.5,,,0.9,,,,,,
19,Iowa,GLUFOSINATE,2016,kg,57313.1,214847.6,,,,,,,,,
19,Iowa,GLYPHOSATE,2016,kg,5288247.7,5607927.0,683.9,,219.5,,,2759.7,2654.4,77.5,
19,Iowa,HALOSULFURON,2016,kg,,,,,4.1,,,,,,
19,Iowa,IMAZAMOX,2016,kg,,,,,0.4,,,98.6,,,
19,Iowa,IMAZETHAPYR,2016,kg,,23940.8,,,2.1,,,107.6,,,
19,Iowa,IMIDACLOPRID,2016,kg,,1803.9,,,70.6,,,,,,
19,Iowa,IODOSULFURON,2016,kg,14.1,,,,,,,,,,
19,Iowa,IPRODIONE,2016,kg,,,,,7.5,,,,,,
19,Iowa,ISOXAFLUTOLE,2016,kg,40465.7,,,,,,,,,,
19,Iowa,LACTOFEN,2016,kg,,30780.2,,,,,,,,,
19,Iowa,LINURON,2016,kg,3025.3,,,,36.0,,,,,,
19,Iowa,MALATHION,2016,kg,,,,,45.6,,,,,,
19,Iowa,MANCOZEB,2016,kg,,,,,1951.3,,,,,,
19,Iowa,MANDIPROPAMID,2016,kg,,,,,12.6,,,,,,
19,Iowa,MCPA,2016,kg,,,393.5,,,,,,,,
19,Iowa,MCPB,2016,kg,,,,,0.0,,,,,,
19,Iowa,MESOTRIONE,2016,kg,303007.0,,,,15.2,,,,,2.9,
19,Iowa,METCONAZOLE,2016,kg,28619.1,,6.8,,,,,,,,
19,Iowa,METOLACHLOR,2016,kg,228355.9,149233.5,,,121.4,,,,,13.9,
19,Iowa,METOLACHLOR-S,2016,kg,2142981.3,652894.6,,,990.6,,,,,100.9,
19,Iowa,METOLACHLOR & METOLACHLOR-S,2016,kg,2371337.2,802128.1,,,1112.0,,,,,114.8,
19,Iowa,METRIBUZIN,2016,kg,2441.1,109257.6,,,76.3,,,,,,
19,Iowa,METSULFURON,2016,kg,,,0.7,,,,,,40.8,,
19,Iowa,MYCLOBUTANIL,2016,kg,,,,,14.0,,,,,,
19,Iowa,NICOSULFURON,2016,kg,1301.7,,,,2.2,,,,,,
19,Iowa,NOVALURON,2016,kg,,,,,2.5,,,,,,
19,Iowa,OXATHIAPIPROLIN,2016,kg,,,,,0.1,,,,,,
19,Iowa,PARAQUAT,2016,kg,13272.5,5210.4,,,0.1,,,,,,
19,Iowa,PENDIMETHALIN,2016,kg,1460.6,283223.1,,,215.4,,,,,1.4,
19,Iowa,PENTHIOPYRAD,2016,kg,,,,,11.2,,,,,,
19,Iowa,PERMETHRIN,2016,kg,472.8,2687.2,,,137.2,,,4077.0,,,
19,Iowa,PHORATE,2016,kg,,,,,9.4,,,,,,
19,Iowa,PHOSPHORIC ACID,2016,kg,,,145.4,,,,,,,,
19,Iowa,PICLORAM,2016,kg,,,,,,,,,7439.5,,
19,Iowa,PICOXYSTROBIN,2016,kg,11428.7,7238.2,,,,,,,,,
19,Iowa,PRIMISULFURON,2016,kg,231.0,,,,,,,,,,
19,Iowa,PROPICONAZOLE,2016,kg,37594.2,12206.5,154.3,,34.3,,,,,,
19,Iowa,PROSULFURON,2016,kg,89.3,,,,,,,,,,
19,Iowa,PROTHIOCONAZOLE,2016,kg,4832.0,2637.1,93.4,,,,,,,,
19,Iowa,PYRACLOSTROBIN,2016,kg,89474.2,39904.5,59.0,,52.8,,,,,,
19,Iowa,PYRASULFOTOLE,2016,kg,,,38.6,,,,,,,0.5,
19,Iowa,PYRIMETHANIL,2016,kg,,,,,73.7,,,,,,
19,Iowa,PYROXASULFONE,2016,kg,7041.9,37493.5,,,21.0,,,,,,
19,Iowa,PYROXSULAM,2016,kg,,,0.3,,,,,,,,
19,Iowa,QUINCLORAC,2016,kg,,,,,,,,,,0.0,
19,Iowa,QUINOXYFEN,2016,kg,,,,,1.4,,,,,,
19,Iowa,QUIZALOFOP,2016,kg,,3057.0,,,0.0,,,,,,
19,Iowa,RIMSULFURON,2016,kg,8407.2,,,,1.1,,,,,,
19,Iowa,SAFLUFENACIL,2016,kg,7824.7,6292.2,19.1,,0.2,,,,,1.0,
19,Iowa,SETHOXYDIM,2016,kg,,739.1,,,32.6,,,,,,
19,Iowa,SPINETORAM,2016,kg,,,,,11.2,,,,,,
19,Iowa,SPINOSYN,2016,kg,,,3.3,,7.0,,,,,,
19,Iowa,SULFENTRAZONE,2016,kg,1627.8,249520.6,,,0.0,,,,,,
19,Iowa,SULFUR,2016,kg,186174.2,,,,,,,,,,
19,Iowa,TEBUCONAZOLE,2016,kg,,3170.8,143.3,,,,,,,,
19,Iowa,TEBUPIRIMPHOS,2016,kg,39798.5,,,,2.1,,,,,,
19,Iowa,TEFLUTHRIN,2016,kg,10903.2,,,,13.6,,,,,,
19,Iowa,TEMBOTRIONE,2016,kg,30268.5,,,,23.8,,,,,,
19,Iowa,TERBUFOS,2016,kg,42247.3,,,,13.3,,,,,,
19,Iowa,TETRACONAZOLE,2016,kg,,644.4,,,,,,,,,
19,Iowa,THIAMETHOXAM,2016,kg,,56.8,,,5.1,,,,,,
19,Iowa,THIENCARBAZONE-METHYL,2016,kg,13265.4,,0.0,,,,,,,,
19,Iowa,THIFENSULFURON,2016,kg,270.1,3552.7,16.6,,,,,,,,
19,Iowa,THIOPHANATE-METHYL,2016,kg,,4260.8,,,21.2,,,,,,
19,Iowa,TOPRAMEZONE,2016,kg,10363.7,,,,4.4,,,,,,
19,Iowa,TRIASULFURON,2016,kg,,,1.3,,,,,,,,
19,Iowa,TRIBENURON METHYL,2016,kg,31.7,311.8,8.7,,,,,,,,
19,Iowa,TRICLOPYR,2016,kg,,,,,,,,,1165.3,,
19,Iowa,TRIFLOXYSTROBIN,2016,kg,18748.4,9761.0,54.8,,15.2,,,,,,
19,Iowa,TRIFLURALIN,2016,kg,3432.2,325721.3,,,131.5,,,,,,
19,Iowa,ZETA-CYPERMETHRIN,2016,kg,828.9,340.8,6.0,,7.4,,,107.0,,2.4,
19,Iowa,ZOXAMIDE,2016,kg,,,,,10.5,,,,,,
20,Kansas,"2,4-D",2016,kg,359002.6,381272.9,394233.3,1979.8,,,339.3,224.1,939088.3,605101.5,
20,Kansas,"2,4-DB",2016,kg,,4491.8,,,,,,1063.7,,,
20,Kansas,ABAMECTIN,2016,kg,,,,0.0,1.1,,,,,,
20,Kansas,ACEPHATE,2016,kg,,2190.0,,110.5,,,,,,,
20,Kansas,ACETOCHLOR,2016,kg,472102.7,102321.2,,8.4,,,,,,308186.4,
20,Kansas,ACIFLUORFEN,2016,kg,,51136.9,,,,,,,,,
20,Kansas,ALACHLOR,2016,kg,,,,,,,,,,3413.2,
20,Kansas,ALPHA CYPERMETHRIN,2016,kg,,,,,,,,,,250.9,
20,Kansas,AMINOPYRALID,2016,kg,,,,,,,,,5342.3,,
20,Kansas,ATRAZINE,2016,kg,2115985.3,,39989.9,,,,,,268310.8,1697940.2,
20,Kansas,AZOXYSTROBIN,2016,kg,19658.3,2565.1,53229.8,,74.1,,6.2,,,,
20,Kansas,BACILLUS THURINGIENSIS,2016,kg,,,,,,,26.0,,,,
20,Kansas,BENTAZONE,2016,kg,,998.7,,,1658.2,,,,,,
20,Kansas,BENZOVINDIFLUPYR,2016,kg,74.8,,,,,,,,,,
20,Kansas,BICYCLOPYRONE,2016,kg,5713.1,,,,,,,,,,
20,Kansas,BIFENTHRIN,2016,kg,5886.4,8318.4,,26.0,54.6,,,84.4,,466.6,
20,Kansas,BROMOXYNIL,2016,kg,440.9,,,,,,,,578.1,61871.4,
20,Kansas,CAPTAN,2016,kg,,,,,,,68.1,,,,
20,Kansas,CARBARYL,2016,kg,,,,,,,1556.3,,,,
20,Kansas,CARFENTRAZONE-ETHYL,2016,kg,,549.8,59.5,,,,,,,307.8,
20,Kansas,CHLORANTRANILIPROLE,2016,kg,,280.7,,,,,,,,839.5,
20,Kansas,CHLORIMURON,2016,kg,,9609.7,,,,,,,,,
20,Kansas,CHLOROTHALONIL,2016,kg,37782.5,,,,2676.6,,,,,,
20,Kansas,CHLORPYRIFOS,2016,kg,42404.3,34256.6,2034.5,1.9,,,139.7,60677.2,,4146.0,
20,Kansas,CHLORSULFURON,2016,kg,,375.9,12746.4,,,,,,,,
20,Kansas,CLETHODIM,2016,kg,,8078.5,,,,,,720.1,6348.9,1463.2,
20,Kansas,CLOPYRALID,2016,kg,5835.9,,,,,,,,,,
20,Kansas,CLORANSULAM-METHYL,2016,kg,,3316.5,,,,,,,,,
20,Kansas,COPPER HYDROXIDE,2016,kg,,,,,2438.6,,,,,,
20,Kansas,COPPER SULFATE,2016,kg,,,,,643.6,,,,,,
20,Kansas,CYCLANILIDE,2016,kg,,,,0.4,,,,,,,
20,Kansas,CYFLUTHRIN,2016,kg,,850.2,,117.5,3.2,,1.2,286.7,,136.9,
20,Kansas,CYHALOTHRIN-GAMMA,2016,kg,,,,,,,,24.1,,,
20,Kansas,CYHALOTHRIN-LAMBDA,2016,kg,120.7,4018.1,828.0,,,,19.1,1221.5,,1576.0,
20,Kansas,CYPROCONAZOLE,2016,kg,170.9,324.3,311.6,,,,,,,,
20,Kansas,CYTOKININ,2016,kg,,,,0.0,,,,,,,
20,Kansas,DELTAMETHRIN,2016,kg,,327.0,,,,,,,,69.5,
20,Kansas,DICAMBA,2016,kg,297508.9,120762.7,130335.1,2043.6,,,,,298301.6,226217.0,
20,Kansas,DICHLORPROP,2016,kg,,,,,,,,,6.1,,
20,Kansas,DIFLUFENZOPYR,2016,kg,9651.0,1248.5,,165.9,,,,,2302.4,2901.7,
20,Kansas,DIMETHENAMID,2016,kg,,,,,,,,,,3797.5,
20,Kansas,DIMETHENAMID-P,2016,kg,64339.5,23141.7,,,1726.1,,,,,42764.3,
20,Kansas,DIMETHENAMID & DIMETHENAMID-P,2016,kg,64339.5,23141.7,,,1726.1,,,,,46561.8,
20,Kansas,DIMETHOATE,2016,kg,1360.0,,,220.8,,,,2203.1,,,
20,Kansas,DIQUAT,2016,kg,,,,,274.2,,,,,,
20,Kansas,DIURON,2016,kg,,,,992.7,,,,23114.7,,,
20,Kansas,EPTC,2016,kg,,,,,8895.0,,,,,,
20,Kansas,ESFENVALERATE,2016,kg,,163.3,,37.1,55.8,,1.3,,,,
20,Kansas,ETHALFLURALIN,2016,kg,,,,,,,,,,118.5,
20,Kansas,ETHEPHON,2016,kg,,,,11270.9,,,,,,,
20,Kansas,ETOXAZOLE,2016,kg,105.4,,,,,,,,,,
20,Kansas,FENBUCONAZOLE,2016,kg,,,,,,,9.8,,,,
20,Kansas,FENTIN,2016,kg,,,,,,,1.4,,,,
20,Kansas,FIPRONIL,2016,kg,,,,,3.9,,,,,,
20,Kansas,FLUBENDIAMIDE,2016,kg,,,,,,,,,,12.7,
20,Kansas,FLUMETSULAM,2016,kg,2116.3,,,,,,,,,,
20,Kansas,FLUMICLORAC,2016,kg,,850.4,,,,,,,,,
20,Kansas,FLUMIOXAZIN,2016,kg,597.9,10148.8,,81.0,,,,680.0,,14.1,
20,Kansas,FLUOMETURON,2016,kg,,,,1154.8,,,,,,,
20,Kansas,FLUOPYRAM,2016,kg,,,,,11.0,,,,,,
20,Kansas,FLUOXASTROBIN,2016,kg,1680.0,1739.1,545.2,,,,,,,,
20,Kansas,FLUPYRADIFURONE,2016,kg,,,,,,,,,,6041.9,
20,Kansas,FLUROXYPYR,2016,kg,,,,,,,,,20107.6,9569.1,
20,Kansas,FLUTHIACET-METHYL,2016,kg,15.6,608.3,,,,,,,,,
20,Kansas,FLUTRIAFOL,2016,kg,2183.6,2261.0,708.4,,,,,,,,
20,Kansas,FLUXAPYROXAD,2016,kg,878.5,492.8,2345.3,,5.9,,,,,,
20,Kansas,FOMESAFEN,2016,kg,,115771.5,,0.7,505.2,,,,,,
20,Kansas,GLUFOSINATE,2016,kg,16789.2,62100.6,,3255.7,,,,,,,
